nombreUbicacion,latitud,longitud,magnitudSismo,tsunami,volcan,pais,profundidadSismo,intensidad,fecha,muertesActualizadas,ordenCantidadMuertesActualizadas,lesionesActualizadas,ordenCantidadLesionesActualizadas,casasDanadasActualizadas,ordenCantidadCasasDanadasActualizadas,casasDestruidasActualizadas,ordenCantidadCasasDestruidasActualizadas,danosActualizados,ordenCantidadDanosActualizados
CHINA:  SHANDONG PROVINCE,35.4,115.1,7.0,0,0,CHINA,40.153361344537814,9.0,1937-07-31,390.0,3.0,101.0,3.0,1.0,3.0,1000.0,4.0,25.0,4.0
"FRANCE:  LABOIRIE, ARCEAU, SAINT-PIERRE D'OLERON",46.0,-1.1,5.3,0,0,FRANCE,33.0,8.0,1972-09-07,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"PHILIPPINES:  MINDANAO,MINDORO",13.5,121.0,6.8,1,0,PHILIPPINES,40.153361344537814,8.0,1889-05-25,1.0,1.0,1.0,1.0,101.0,3.0,101.0,3.0,1.0,2.0
CHINA:  SICHUAN PROVINCE:  KANGDING,30.1,101.9,5.5,0,0,CHINA,40.153361344537814,7.0,1725-08-02,1000.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHILE:  TALTAL,-24.5,-70.0,7.3,1,0,CHILE,60.0,7.85655923740354,1936-07-13,1.0,1.0,40.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
SOLOMON ISLANDS,-9.89,160.348,7.6,1,0,SOLOMON ISLANDS,19.0,7.0,1977-04-20,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"TAIWAN:  HUALIEN, SU-HUA",23.902,121.598,5.7,0,0,TAIWAN,51.0,7.85655923740354,1988-07-20,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
CHILE:  CENTRAL,-30.6,-71.0,5.4,1,0,CHILE,60.0,7.85655923740354,1972-12-29,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"IRAN:  MAKHL-E-NAKHODA,BANDAR ABBAS,BAZAAR",27.28,56.46,6.3,0,0,IRAN,100.0,7.85655923740354,1949-04-24,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
"PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS",-10.748,-78.638,8.1,1,0,PERU,38.0,9.0,1966-10-17,110.0,3.0,3000.0,4.0,1.0,3.0,101.0,3.0,35.0,4.0
"MEXICO:  S, HUAJAPAN DE LEON, OAXACA",18.211,-98.24,6.4,0,0,MEXICO,72.0,9.0,1980-10-24,300.0,3.0,101.0,3.0,1.0,3.0,101.0,3.0,5.0,2.0
PAKISTAN,30.0,68.0,7.2,0,0,PAKISTAN,60.0,7.85655923740354,1909-10-20,231.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"COLOMBIA: BOGOTA, CALI, PEREIRA",7.75,-77.69,7.3,0,0,COLOMBIA,12.0,7.85655923740354,1974-07-13,11.0,1.0,1.0,1.0,1.0,3.0,50.0,1.0,0.5,1.0
TAIWAN:  TAIZHONG,24.2,120.5,5.8,0,0,TAIWAN,40.153361344537814,7.85655923740354,1935-06-07,1.0,1.0,5.0,1.0,1.0,3.0,15.0,1.0,0.5,1.0
MEXICO:  ACAPULCO,17.03,-99.74,6.6,0,0,MEXICO,36.0,7.85655923740354,1978-03-19,1.0,1.0,25.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
COSTA RICA-PANAMA,10.088,-85.211,6.4,1,0,COSTA RICA,35.0,7.85655923740354,1952-05-13,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"CALIFORNIA:  HAYWARD,SAN FRANCISCO",37.7,-122.1,6.8,1,0,USA,40.153361344537814,9.0,1868-10-21,30.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.35,1.0
AUSTRALIA:  WEST COAST,-22.0,109.0,7.8,0,0,AUSTRALIA,40.153361344537814,7.85655923740354,1906-11-19,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  SANRIKU,40.0,144.0,8.1,1,0,JAPAN,40.153361344537814,7.85655923740354,1677-04-13,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0
"TURKEY:  LADIK, SAMSUN, HAVZA",40.867,33.651,7.5,0,0,TURKEY,20.0,11.0,1943-11-26,4020.0,4.0,5000.0,4.0,1.0,3.0,40000.0,4.0,25.0,4.0
TONGA TRENCH,-22.878,-175.9,7.2,1,0,TONGA,65.0,4.0,1977-06-22,1.0,1.0,5.0,1.0,1.0,3.0,101.0,3.0,1.2,2.0
ITALY:  CITERNA,43.5,12.1,5.5,0,0,ITALY,33.0,10.0,1917-04-26,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  GANSU PROVINCE,37.021,103.911,4.5,0,0,CHINA,20.0,7.85655923740354,2007-01-09,1.0,1.0,1.0,1.0,1.0,3.0,2000.0,4.0,5.0,3.0
"BALKANS NW:  CROATIA:  STON, SLANO",42.803,17.936,6.0,0,0,CROATIA,10.0,8.0,1996-09-05,1.0,1.0,51.0,2.0,1.0,3.0,101.0,3.0,5.0,3.0
"TAJIKISTAN:  USOY, BARCHIDIV, POSOR, NISUR",38.2,72.8,7.4,0,0,TAJIKISTAN,26.0,7.85655923740354,1911-02-18,90.0,2.0,1.0,1.0,101.0,3.0,101.0,3.0,5.0,3.0
TONGA ISLANDS,-19.5,-173.5,8.0,1,0,TONGA,40.153361344537814,7.85655923740354,1865-11-18,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"INDONESIA:  SANGKULIRANG,RENDING,KARIORANG,SEKURAN",0.7,117.9,6.2,1,0,INDONESIA,40.153361344537814,8.0,1921-05-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,55.0,-165.2,7.5,0,0,USA,40.153361344537814,5.0,1957-03-22,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
ITALY:  TYRRHENIAN SEA,41.4,12.6,5.6,1,0,ITALY,10.0,8.0,1919-10-22,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
IRAN:  BASTAK,27.15,54.448,5.2,0,0,IRAN,8.0,7.85655923740354,2014-01-02,1.0,1.0,30.0,1.0,101.0,3.0,101.0,3.0,2.0,2.0
IRAN:  TORUD,35.385,54.979,6.6,0,0,IRAN,15.0,8.0,1953-02-12,970.0,3.0,140.0,3.0,1.0,3.0,1800.0,4.0,5.0,3.0
IRAN:  SOUTHERN: GAJJIABAD,28.355,54.169,5.8,0,0,IRAN,10.0,7.0,2003-07-10,1.0,1.0,25.0,1.0,1.0,3.0,3500.0,4.0,21.6,3.0
TURKEY:  MALATYA,38.229,38.283,5.2,0,0,TURKEY,10.0,7.0,2023-02-27,2.0,1.0,140.0,3.0,1.0,3.0,31.0,1.0,1.0,2.0
ALGERIA:  BOU-MEDFA,36.4,2.6,5.5,0,0,ALGERIA,40.153361344537814,8.0,1959-11-07,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
MEXICO:  BAJA CALIFORNIA,32.456,-115.315,5.1,0,0,MEXICO,3.0,7.85655923740354,2008-02-09,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
ECUADOR,-1.6,-78.6,6.9,0,0,ECUADOR,40.153361344537814,7.85655923740354,1924-03-03,40.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
UZBEKISTAN:  SAMARKAND,39.4,67.1,5.8,0,0,UZBEKISTAN,15.0,8.0,1490-02-20,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
RUSSIA: LAKE BAYKAL (BAIKAL),53.3,104.0,7.7,0,0,RUSSIA,40.0,10.0,1742-06-27,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
TAIWAN:  JIAYI,23.4,120.4,6.5,0,0,TAIWAN,40.153361344537814,7.85655923740354,1906-04-13,15.0,1.0,84.0,2.0,1.0,3.0,1794.0,4.0,5.0,3.0
"NICARAGUA: RIVAS, GREYTOWN",11.2,-84.8,7.4,1,0,NICARAGUA,40.153361344537814,7.85655923740354,1844-05-00,1.0,1.0,1.0,1.0,51.0,2.0,51.0,2.0,1.0,2.0
INDONESIA:  BANDA ACEH,5.103,95.971,5.4,0,0,INDONESIA,10.0,5.0,2013-10-22,1.0,1.0,2.0,1.0,160.0,3.0,101.0,3.0,0.5,1.0
NEW CALEDONIA:  LOYALTY ISLANDS,-21.648,168.859,6.6,1,0,NEW CALEDONIA,22.0,3.0,2017-11-01,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"GREECE:  KALAMI, LAKONIA, ZAKINTHOS",37.014,22.176,5.8,0,0,GREECE,11.0,10.0,1986-09-13,20.0,1.0,300.0,3.0,1.0,3.0,1500.0,4.0,5.0,2.0
TURKEY:  BURDUR,37.6,29.8,5.9,0,0,TURKEY,23.0,6.0,1971-05-12,100.0,2.0,101.0,3.0,1.0,3.0,101.0,3.0,5.0,3.0
ECUADOR,-2.0,-79.0,7.9,0,0,ECUADOR,150.0,7.0,1906-09-28,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
PAPUA NEW GUINEA:  EASTERN:  UPPER MARKHAM VALLEY,-5.889,146.02,6.9,0,0,PAPUA NEW GUINEA,25.0,7.85655923740354,1993-10-13,60.0,2.0,200.0,3.0,1.0,3.0,101.0,3.0,5.0,2.0
IRAN:  BODZHNURD,37.6,57.3,5.5,0,0,IRAN,10.0,8.0,1923-02-04,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI",-1.757,134.297,7.6,1,0,INDONESIA,10.0,7.85655923740354,2002-10-10,8.0,1.0,632.0,3.0,900.0,3.0,1000.0,3.0,5.0,3.0
TURKEY:  ERZINCAN,39.7,40.4,5.9,0,0,TURKEY,80.0,7.0,1939-11-21,13.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  SICHUAN PROVINCE,29.4,102.3,6.0,0,0,CHINA,40.153361344537814,8.0,1935-04-28,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0
"CHILE:  VALLENAR, FREIRINA",-28.5,-71.0,6.5,1,0,CHILE,40.153361344537814,8.0,1903-12-07,1.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,1.0,2.0
INDONESIA:  IRIAN JAYA REGION,-4.183,135.109,6.9,0,0,INDONESIA,33.0,7.85655923740354,1995-03-19,1.0,1.0,1.0,1.0,1.0,1.0,101.0,3.0,0.5,1.0
PHILIPPINES:  MINDANAO,6.455,126.742,7.1,1,0,PHILIPPINES,65.0,9.0,2021-08-11,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
INDONESIA:  CELEBES SEA,3.9,124.3,7.8,0,0,INDONESIA,325.0,7.85655923740354,1972-06-11,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  YUNNAN PROVINCE,23.8,102.7,6.0,0,0,CHINA,40.153361344537814,8.0,1755-02-08,70.0,2.0,20.0,1.0,1.0,3.0,700.0,3.0,1.0,2.0
"ECUADOR: AZUAY, EL ORO, GUAYAS",-2.837,-79.844,6.8,0,0,ECUADOR,65.0,9.0,2023-03-18,14.0,1.0,494.0,3.0,972.0,3.0,258.0,3.0,5.0,3.0
"TURKEY:  GALLIPOLI, GEMLIK",40.5,29.1,6.7,0,0,TURKEY,40.153361344537814,9.0,1863-11-06,2.0,1.0,1.0,1.0,1.0,1.0,101.0,3.0,0.5,1.0
NEW CALEDONIA:  LOYALTY ISLANDS,-19.919,168.53,7.8,1,0,NEW CALEDONIA,35.0,7.85655923740354,1920-09-20,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
PHILIPPINES:  N LUZON,17.0,121.5,6.4,1,0,PHILIPPINES,80.0,7.85655923740354,1949-09-05,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"TAJIKISTAN:  SHARORA, GISSAR",38.465,68.694,5.3,0,0,TAJIKISTAN,33.0,7.0,1989-01-22,274.0,3.0,101.0,3.0,1.0,3.0,101.0,3.0,24.8,3.0
IRAN:  TABRIZ,38.0,46.7,6.5,0,0,IRAN,40.153361344537814,7.0,1779-12-27,10000.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
UZBEKISTAN:   ANDIZHAN,40.8,72.3,6.4,0,0,UZBEKISTAN,9.0,9.0,1902-12-16,4880.0,4.0,1.0,1.0,41704.0,4.0,41704.0,4.0,25.0,4.0
ITALY:  S CENTRAL:  ABRUZZO,41.765,13.898,5.8,0,0,ITALY,10.0,8.0,1984-05-07,3.0,1.0,100.0,2.0,1.0,3.0,101.0,3.0,5.0,2.0
GREECE:  ACHAIA:  AEGHION,38.25,22.25,6.8,1,0,GREECE,40.153361344537814,10.0,1817-08-23,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"PHILIPPINES:  MINDANAO:  LANAO,OZAMIZ,COTABATO",8.1,123.2,7.6,0,0,PHILIPPINES,96.0,8.0,1955-03-31,400.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,2.0
JAPAN:  IZU PENINSULA,33.8,138.8,6.5,1,0,JAPAN,50.0,7.85655923740354,1956-08-12,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
IRAN:  TORBET-I-HEYDARIYEH,35.217,59.308,5.4,0,0,IRAN,24.0,7.85655923740354,2010-07-30,1.0,1.0,274.0,3.0,1.0,3.0,101.0,3.0,5.0,3.0
"COLOMBIA:  PAMPLOMA,HERRAN; VENEZUELA: MERIDA",7.38,-72.65,6.9,0,0,COLOMBIA,40.153361344537814,10.0,1644-01-16,101.0,3.0,101.0,3.0,1000.0,4.0,1000.0,4.0,5.0,3.0
JAPAN:  OGA,39.9,139.9,6.6,1,0,JAPAN,40.153361344537814,7.85655923740354,1810-09-25,59.0,2.0,1.0,1.0,1.0,3.0,1804.0,4.0,5.0,3.0
NEW CALEDONIA:  LOYALTY ISLANDS,-21.743,169.522,6.5,1,0,NEW CALEDONIA,17.0,7.85655923740354,2018-10-16,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PERU,-17.2,-72.3,8.7,1,0,PERU,30.0,8.0,1513-00-00,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PERU:  PISCO,-14.0,-76.25,7.0,1,0,PERU,70.0,7.0,1946-09-30,1.0,1.0,1.0,1.0,101.0,3.0,101.0,3.0,1.0,2.0
PHILIPPINES:  LUZON:  S BATANGAS TO N CAGAYAN,14.4,121.0,8.0,1,0,PHILIPPINES,40.153361344537814,10.0,1645-11-30,600.0,3.0,2500.0,4.0,1.0,3.0,1000.0,4.0,25.0,4.0
RUSSIA:  KURIL ISLANDS,45.53,151.11,7.0,1,0,RUSSIA,38.0,8.0,1967-03-19,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
NEW ZEALAND:  GISBORNE,-37.563,179.444,7.3,1,0,NEW ZEALAND,20.0,7.0,2021-03-04,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  HEILONGJIANG PROVINCE,47.0,127.2,6.0,0,0,CHINA,40.153361344537814,8.0,1941-05-05,132.0,3.0,203.0,3.0,1.0,3.0,6321.0,4.0,5.0,3.0
INDONESIA:  SW. SUMATRA,-1.5,100.0,6.5,1,0,INDONESIA,40.153361344537814,7.85655923740354,1861-09-25,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0
"UK:  SCARBOROUGH, GRIMSBY",54.0,1.067,6.0,1,0,UK,70.0,8.0,1931-06-07,1.0,1.0,1.0,1.0,1.0,1.0,101.0,3.0,0.5,1.0
"CHINA:  LIAONING PROVINCE:  YINGTAO, ANSHAN",40.64,122.58,7.4,0,0,CHINA,33.0,10.0,1975-02-04,300.0,3.0,1.0,1.0,1.0,3.0,1000.0,4.0,25.0,4.0
UNITED KINGDOM:  ENGLAND:  FOLKESTONE,51.085,1.009,4.6,0,0,UK,10.0,6.0,2007-04-28,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
CHINA:  HEBEI PROVINCE,37.68,115.27,6.2,0,0,CHINA,40.153361344537814,7.0,1966-03-26,1.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,1.0,2.0
NEW CALEDONIA:  LOYALTY ISLANDS,-22.5,172.0,7.5,0,0,NEW CALEDONIA,120.0,7.85655923740354,1944-10-05,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"GREECE:  MEGALOPOLIS, VARTHOLOMION",37.747,21.087,5.7,0,0,GREECE,10.0,7.85655923740354,2002-12-02,1.0,1.0,17.0,1.0,100.0,2.0,8.0,1.0,1.0,2.0
MEXICO:  GUERRERO,18.136,-100.605,7.3,0,0,MEXICO,93.0,7.85655923740354,1964-07-06,78.0,2.0,50.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
"CALIFORNIA:  LA HABRA, BREA, FULLERTON",33.933,-117.916,5.1,0,0,USA,5.0,6.0,2014-03-29,1.0,1.0,1.0,1.0,20.0,1.0,101.0,3.0,10.8,3.0
CHINA:  YUNNAN PROVINCE:  WEISHAN,25.3,100.3,5.5,0,0,CHINA,40.153361344537814,7.0,1586-04-02,20.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0
INDIA:  SIKKIM,27.449,88.684,3.5,0,0,INDIA,10.0,7.85655923740354,2011-10-29,2.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
SOUTH KOREA:  KYONGJU,35.8,129.2,6.3,1,0,SOUTH KOREA,40.153361344537814,8.0,123-00-00,1.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,0.5,1.0
PERU:  AREQUIPA,-15.64,-71.68,5.5,0,0,PERU,8.0,6.0,2016-08-15,9.0,1.0,68.0,2.0,671.0,3.0,605.0,3.0,1.0,2.0
"TAJIKISTAN:  RASHT, ASHT",38.936,70.485,5.2,0,0,TAJIKISTAN,10.0,7.85655923740354,2007-07-21,12.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  HONSHU:  AKITA,40.462,139.102,7.7,1,0,JAPAN,24.0,8.0,1983-05-26,104.0,3.0,324.0,3.0,1.0,3.0,101.0,3.0,800.0,4.0
IRAN:  ARDABIL,38.075,48.05,6.1,0,0,IRAN,10.0,8.0,1997-02-28,1100.0,4.0,2600.0,4.0,1.0,3.0,12000.0,4.0,76.0,4.0
PANAMA: AZUERO PENINSULA,7.1,-80.6,6.7,1,0,PANAMA,40.153361344537814,7.85655923740354,1913-10-02,1.0,1.0,1.0,1.0,101.0,3.0,1.0,1.0,0.5,1.0
"TURKEY:  ERCIS, VAN",38.722,43.513,7.1,0,0,TURKEY,16.0,7.85655923740354,2011-10-23,604.0,3.0,2608.0,4.0,4882.0,4.0,5739.0,4.0,1500.0,4.0
TURKEY:  DOGANYOL,38.26,38.814,4.4,0,0,TURKEY,9.0,7.85655923740354,2005-11-26,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
MEXICO:  S,17.2,-99.6,7.0,1,0,MEXICO,40.0,8.0,1962-05-11,4.0,1.0,101.0,3.0,1.0,3.0,51.0,2.0,1.0,2.0
PERU:  AMAZONAS,-4.49,-76.846,7.5,0,0,PERU,112.0,8.0,2021-11-28,1.0,1.0,3.0,1.0,1699.0,4.0,448.0,3.0,5.0,3.0
CHINA:  FUJIAN PROVINCE,24.5,118.5,6.5,0,0,CHINA,40.153361344537814,8.0,1906-03-28,101.0,3.0,101.0,3.0,1.0,3.0,51.0,2.0,1.0,2.0
JAPAN:  KUJUKURI BEACH,35.2,140.8,6.5,1,0,JAPAN,40.153361344537814,7.85655923740354,1732-12-04,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHILE:  NORTHERN,-22.0,-71.0,7.3,1,0,CHILE,75.0,7.85655923740354,1940-10-04,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
RUSSIA:  KURIL ISLANDS,43.2,146.6,6.6,1,0,RUSSIA,50.0,7.85655923740354,1973-06-26,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
INDIA: ASSAM; BANGLADESH,23.094,94.865,6.9,0,0,MYANMAR (BURMA),136.0,5.0,2016-04-13,2.0,1.0,170.0,3.0,4.0,1.0,101.0,3.0,1.0,2.0
CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY,31.583,102.433,6.1,0,0,CHINA,15.0,7.85655923740354,1989-09-22,1.0,1.0,151.0,3.0,1.0,3.0,4270.0,4.0,5.0,3.0
VIETNAM: SON LA PROVINCE,20.872,104.541,4.8,0,0,VIETNAM,10.0,7.85655923740354,2020-07-27,1.0,1.0,1.0,1.0,101.0,3.0,101.0,3.0,1.0,2.0
SWITZERLAND,46.8,8.5,6.2,1,0,SWITZERLAND,40.153361344537814,8.0,1601-09-18,9.0,1.0,1.0,1.0,51.0,2.0,51.0,2.0,1.0,2.0
INDIA:  IMPAHL,24.804,93.651,6.7,0,0,INDIA,55.0,7.0,2016-01-03,13.0,1.0,100.0,2.0,51.0,2.0,101.0,3.0,75.0,4.0
TURKEY:  USTUKRAN,39.23,41.374,5.9,0,0,TURKEY,15.0,8.0,1946-05-31,840.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
MEXICO: OAXACA,16.029,-95.901,7.4,1,0,MEXICO,26.0,7.85655923740354,2020-06-23,10.0,1.0,24.0,1.0,8123.0,4.0,101.0,3.0,25.0,4.0
NEVADA:  STILLWATER RANGE,39.6,-118.5,6.8,0,0,USA,40.153361344537814,12.0,1954-08-23,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
FRANCE,44.885,6.76,3.8,0,0,FRANCE,5.0,7.85655923740354,1991-02-13,9.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
NORWAY: RANA REGION: LUROY,66.416,12.85,5.8,1,0,NORWAY,40.153361344537814,7.0,1819-08-31,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
CHINA:  XINJIANG PROVINCE:  YUTIAN,35.905,82.586,6.9,0,0,CHINA,10.0,3.0,2014-02-12,1.0,1.0,1.0,1.0,65000.0,4.0,25000.0,4.0,174.0,4.0
SOLOMON ISLANDS:  SANTA ISABEL ISLAND,-7.9,158.9,7.5,0,0,SOLOMON ISLANDS,47.0,7.85655923740354,1969-01-05,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
MEXICO:  MEXICALI,32.437,-115.165,5.9,0,0,MEXICO,9.0,7.85655923740354,2009-12-30,1.0,1.0,1.0,1.0,51.0,2.0,101.0,3.0,0.5,1.0
JAPAN:  SANRIKU,37.005,142.453,6.5,1,0,JAPAN,20.0,5.0,2014-07-11,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
BALKANS NW:  MONTENEGRO: BERANE,42.66,19.862,5.1,0,0,MONTENEGRO,10.0,4.0,2018-01-04,1.0,1.0,1.0,1.0,101.0,3.0,101.0,3.0,1.0,2.0
GREECE:  AEGEAN SEA,38.4,26.0,6.4,1,0,GREECE,40.153361344537814,8.0,1866-02-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
TURKMENISTAN,37.5,65.5,7.1,0,0,TURKMENISTAN,15.0,10.0,1175-00-00,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"PHILIPPINES:  MINDANAO:  LANAO, COTABATO",7.5,123.5,7.3,1,0,PHILIPPINES,40.153361344537814,10.0,1902-08-21,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN,27.689,101.003,5.5,0,0,CHINA,33.0,7.85655923740354,2001-05-23,2.0,1.0,605.0,3.0,1.0,3.0,101.0,3.0,36.0,4.0
INDIA:  CHAMOLI,30.099,80.026,4.5,0,0,INDIA,36.0,7.85655923740354,2010-05-01,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
CHINA:  SHANXI PROVINCE,38.7,112.7,7.0,0,0,CHINA,40.153361344537814,9.0,1683-11-22,1001.0,4.0,1.0,1.0,1.0,3.0,1000.0,4.0,25.0,4.0
CHINA:  SICHUAN PROVINCE,28.4,102.3,6.0,0,0,CHINA,40.153361344537814,8.0,1913-08-00,51.0,2.0,1.0,1.0,1.0,3.0,51.0,2.0,1.0,2.0
TURKEY:  ADIYAMAN,37.507,38.503,4.1,0,0,TURKEY,6.0,7.85655923740354,2008-09-03,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
GREECE:  PATRAS,38.2,21.7,6.3,0,0,GREECE,40.153361344537814,8.0,1714-07-27,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"PAPUA NEW GUINEA:  RABAUL, DUKE OF YORK IS",-4.051,152.597,7.6,1,0,PAPUA NEW GUINEA,10.0,7.85655923740354,2019-05-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
ECUADOR,-0.2,-78.4,5.4,0,0,ECUADOR,40.153361344537814,7.85655923740354,1662-01-01,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
AZERBAIJAN: SHAKI-ZAQATALA,41.526,46.786,5.3,0,0,AZERBAIJAN,22.0,7.85655923740354,2018-06-05,1.0,1.0,31.0,1.0,51.0,2.0,101.0,3.0,0.5,1.0
"CHINA:  SHANXI PROVINCE:  HUAIREN, DATONG",39.8,113.1,6.5,0,0,CHINA,40.153361344537814,9.0,1305-05-03,2000.0,4.0,1.0,1.0,1.0,3.0,5800.0,4.0,5.0,3.0
"PERU:  LIMA, CALLAO",-12.13,-77.809,8.3,1,0,PERU,50.0,7.0,1828-03-30,30.0,1.0,101.0,3.0,51.0,2.0,101.0,3.0,1.0,2.0
NEW ZEALAND:  OFF COAST NORTH ISLAND,-39.011,178.291,6.6,0,0,NEW ZEALAND,20.0,7.0,2007-12-20,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.5,1.0
"COLOMBIA:  ANTIOQUIA, SANTANDER",6.8,-73.01,6.2,0,0,COLOMBIA,184.0,5.0,2015-03-10,1.0,1.0,1.0,1.0,2167.0,4.0,180.0,3.0,5.0,3.0
IRAN:  GORGAN (ASTRABAD); TURKMENISTAN,36.5,54.9,4.3,0,0,IRAN,5.0,8.0,1898-01-15,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
BHUTAN:  DAMETSI,27.319,91.51,5.2,0,0,BHUTAN,10.0,7.85655923740354,2009-12-31,1.0,1.0,2.0,1.0,700.0,3.0,101.0,3.0,1.0,2.0
"JAPAN:  YOMAGATA, SHONAI",39.0,139.9,7.0,1,0,JAPAN,40.153361344537814,7.85655923740354,850-11-27,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
